resource
http://dbpedia.org/resource/Dance
http://dbpedia.org/resource/Marie_Curie
http://dbpedia.org/resource/Asia
http://dbpedia.org/resource/Charles_Darwin
http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Europe
http://dbpedia.org/resource/Myspace
http://dbpedia.org/resource/Maize
http://dbpedia.org/resource/Physics
http://dbpedia.org/resource/Alligator
http://dbpedia.org/resource/England
http://dbpedia.org/resource/Computer_science
http://dbpedia.org/resource/Galileo_Galilei
http://dbpedia.org/resource/Radio
http://dbpedia.org/resource/Somatosensory_system
http://dbpedia.org/resource/Cheese
http://dbpedia.org/resource/Russia
http://dbpedia.org/resource/Brazil
http://dbpedia.org/resource/Christianity
http://dbpedia.org/resource/Morning
http://dbpedia.org/resource/Britney_Spears
http://dbpedia.org/resource/Israel
http://dbpedia.org/resource/Television
http://dbpedia.org/resource/Ireland
http://dbpedia.org/resource/Envy
http://dbpedia.org/resource/Ronald_Reagan
http://dbpedia.org/resource/Privacy
http://dbpedia.org/resource/Bear
http://dbpedia.org/resource/Genghis_Khan
http://dbpedia.org/resource/Lion
http://dbpedia.org/resource/Autumn
http://dbpedia.org/resource/Leonhard_Euler
http://dbpedia.org/resource/Giant_panda
http://dbpedia.org/resource/Architect
http://dbpedia.org/resource/South_America
http://dbpedia.org/resource/Bridge
http://dbpedia.org/resource/Apple_Inc.
http://dbpedia.org/resource/North_America
http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Napoleon
http://dbpedia.org/resource/Facebook
http://dbpedia.org/resource/George_W._Bush
http://dbpedia.org/resource/4chan
http://dbpedia.org/resource/Soap
http://dbpedia.org/resource/Love
http://dbpedia.org/resource/Alan_Turing
http://dbpedia.org/resource/World_of_Warcraft
http://dbpedia.org/resource/Hawk
http://dbpedia.org/resource/Queen_(band)
http://dbpedia.org/resource/Green
http://dbpedia.org/resource/War
http://dbpedia.org/resource/Isaac_Newton
http://dbpedia.org/resource/Happiness
http://dbpedia.org/resource/Alaska
http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Middle_East
http://dbpedia.org/resource/Dog
http://dbpedia.org/resource/Literature
http://dbpedia.org/resource/Led_Zeppelin
http://dbpedia.org/resource/Switzerland
http://dbpedia.org/resource/Internet
http://dbpedia.org/resource/Winter
http://dbpedia.org/resource/Grain
http://dbpedia.org/resource/Microsoft
http://dbpedia.org/resource/Skype
http://dbpedia.org/resource/Courage
http://dbpedia.org/resource/Hinduism
http://dbpedia.org/resource/YouTube
http://dbpedia.org/resource/Mexico
http://dbpedia.org/resource/Albert_Einstein
http://dbpedia.org/resource/Antarctica
http://dbpedia.org/resource/Spring_(season)
http://dbpedia.org/resource/Gregor_Mendel
http://dbpedia.org/resource/Rock_music
http://dbpedia.org/resource/Chemistry
http://dbpedia.org/resource/The_Beatles
http://dbpedia.org/resource/Barack_Obama
http://dbpedia.org/resource/Bald_eagle
http://dbpedia.org/resource/Moss
http://dbpedia.org/resource/California_condor
http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Peace
http://dbpedia.org/resource/AIM_(software)
http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Newspaper
http://dbpedia.org/resource/Yasser_Arafat
http://dbpedia.org/resource/Sponge
http://dbpedia.org/resource/Yellow
http://dbpedia.org/resource/Google
http://dbpedia.org/resource/Evil
http://dbpedia.org/resource/Christopher_Columbus
http://dbpedia.org/resource/Philosophy
http://dbpedia.org/resource/Islam
http://dbpedia.org/resource/Flamingo
http://dbpedia.org/resource/Beer
http://dbpedia.org/resource/Cat
http://dbpedia.org/resource/Summer
http://dbpedia.org/resource/DeviantArt
http://dbpedia.org/resource/Art
http://dbpedia.org/resource/Morality
http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Anger
http://dbpedia.org/resource/France
http://dbpedia.org/resource/Columbidae
http://dbpedia.org/resource/Twitter
http://dbpedia.org/resource/Fear
http://dbpedia.org/resource/ABBA
http://dbpedia.org/resource/Astronaut
http://dbpedia.org/resource/Carnivore
http://dbpedia.org/resource/Africa
http://dbpedia.org/resource/Wheat
http://dbpedia.org/resource/Loyalty
http://dbpedia.org/resource/Flickr
http://dbpedia.org/resource/Elvis_Presley
http://dbpedia.org/resource/Michael_Jackson
http://dbpedia.org/resource/Sadness
http://dbpedia.org/resource/Wine
http://dbpedia.org/resource/Buddhism
